text_code,sent
"[   2    0    9   13 2433   14    0  127   17  431   76   29   56   60
    5   20 4617   45 7301    0    0   25    0 1698    0 1084    0]",neutral
"[   2    0   20   22    0 3338    8    7   16    0   96    0 1799    0
  259 1850   69   48    0   56   60    0    5    0   91  188    0]",positive
[272  56  60 276 606   0  39  56  60   7   1  59  33   6],positive
"[   2  648    0  754    1   24  574    5  323    0   20 2012   10   56
   60    0   15    0  820    0    0    0    0 7300    0]",negative
"[ 315    8   23   14  431   35    5 1212   56   60    0   31    0    0
  104   85    0   28   42 1024   29   31    0    6    6]",positive
[ 22   0  28  56  60   7   1  12  33   0  15  16  33  10   0 572],positive
"[   2    0   17  304   56   60    7    1   59   33    0  204    8 1750
    0 2236]",positive
"[ 17 304  56  60 207   7   1  12  33   0   0  85  16 294   5   0  25   0
 192   0 298   0]",positive
"[ 706   68    0    1   72   18    0   28   56   60    0 1160 1332    5
    0   61    0   66   44    0    0  155    0   15    0    0  155 7299
   35   79   33    0    0]",positive
"[  56   60   19    0 1783    0    1 7298 1505   11    0  203    0 1884
   37    0  214    0    0   87    0    4    7  228  554    0    3]",positive
"[  11    0   56   60  203    0    1  925   10 2029    5 1653 2816 7297
    0    6    3]",positive
"[  2  11   0   0  22   0  39   0   7   1  12  33   0 538  89   0 273 200
  85   7  56  60   0]",positive
"[1684    7  794    5  195   56   60    0  378   75  197    0  853    0
   31   41    0    8  391    0]",positive
"[1960    0    2    7    0  552  687    0    1  925  146   10   56   60
    0  125 7296    0    0   31    0    0]",positive
"[ 23   0  58   7   0 152  11   0   0   0  28  56  60 207   0  14   0 640
   1  87 241   0  58   0]",positive
"[3084    0    0    0 3560    0    0 7295   29   56   60    0  294   64
    7 1528  248    0    0 1169 4513    0  898  250    5  315    8]",positive
"[   0    0  400    0 2923    0   28   56   60    0   64  251   67 7294
   35    0  353    0  236   33  212]",positive
[  17  304   56   60    7    1   59   33    0  977  194    0 7293],positive
"[   0  245    0  102   35    0    1  123   11   41    2    0   39   56
   60    0    1 3568    0    2]",positive
"[  61    0  356  353   56   60    0    1 3568    0    0    0    1  123
    0   11    0  203    0  214  906   19    0 4123    0]",positive
"[ 195   56   60    7   30    1   12   33    0   26    0    0   69 2238
  530]",positive
"[ 307   35   56   60    0  203  106    0    1 7292    0  102   94    1
 7291   65    0    1 7290    0    6    3]",positive
[ 987  102   10    0    0   28   56   60   11    0    0 7289],positive
"[ 132    0   87    1   59  217    0  921    0    6    0    1  539    4
    0    4  246  473    0    0    0  225    1 3573 1014    0  888    6
    3]",positive
"[   0  596    0  155  579   35    0  283    5  184    1 1650    1   57
   94    5  277  132  436  404]",positive
"[ 273  961    0  132    5   23    0    0 3486   10   44    0    8  371
    0  559    0  247    4    0  255  493    0    0]",positive
"[   6    6   90 2578   10 3240  638  205 1135    0  132  239    0 7288
 1258   44    1  623    0    5 3282    0 2578]",neutral
"[ 132    0  272    0 1018    0    1   57   94    0   68    0   62    0
    0  178  391    0    0]",positive
"[   0   38   42  368  127    1   12  689  782    0  473    0   29  132
    0 1906  127    1   24    6]",neutral
"[ 198  132  217   17   91   89    5  384    0    0    0    0    0    0
    0  161 7287    0]",positive
"[   6    6   90  204   48    0  812    0 7286    0 2578  341    0  299
  532   21   17 7285   30  132]",neutral
"[  14  806   45    8  151    0 1018   15    8    0    0  865    0    0
   45  132    0  732   89    0   68  359    0  224    3]",neutral
[ 132    0  242 3333   35  247   12 3640    0    8   25    0  192    6],positive
"[ 132   20    1   59  430    0  705  255   57   94  512 2248    7    5
  237    0   37    0   13    0  993  194]",neutral
"[   2  380   89  132    0    9    0   66  275 4660    8    0  332    0
  193    0    0    0    0]",positive
"[ 250   63  245 7284    0   24   14   18    0  132   19   13    0  799
  779   35    0  250  808  235  157   37 7283 2558    0    3]",neutral
"[  17 1081   47  238    4  285  251    1  110   33    0  217  304  132
    3]",positive
"[ 132    0    1    0   26    0 1824  257    0   36  492    0   88   12
    4    0    4    0    3]",neutral
"[   2  132    0    9  337    0  204    5  719    0   10    0    0 2280
    5  391  337    7   46 3838    5  309    0   10 2661    0  337  625
    0]",positive
"[   0  161  204    0  404  695    0   68    0  218  388 7282   10  132
 3841]",positive
"[   0  439  132    4  285  201   46  887    0   37   46  110    6    5
    0  439 2643    4  632  201   81  887    0   37   81   24    0    3]",neutral
"[   0    0    0  175    0   28   14  132   86   46   24  591    0 1592
   83   23    0   48  489  268    0]",positive
[   2    0    0 7281   51    0    0   17    0   31   10  132],neutral
[  2  38   8  69 842 343 274   0  28 132   0  68   0   0],positive
"[7280    0    1   87  241  272   57    0  436  132    0    8   38   22
    0   13    0  192  232   11    0]",neutral
[132  48  99   0 860 251   1  12 302],negative
"[   1  288    0  132 7251   44    0    8  371    0    0  539    0    0
    0   91   74 7144   30    0 7143    0    0   97  194 7142]",positive
"[   0  204  132    0  216   68  504 2044    0    0    1 2974 7007 1289
  839    0  577]",negative
"[  0  17 280 222   0   0   0 175   0  26   0 961  14 132  86  46  24   6
 888]",positive
"[ 270  291    0   75  576    2    0  544    0    0    0    0 3765  132
   11    0]",positive
"[ 247   12    0  155    0    0  125   18    0    0    0  372  155  419
    1 3031   14  132 2370]",positive
"[  51    0    0   22    0  861    0 1213    5  316   41    0    0    0
    0  475    5   11  114    0   58    0   28  132    0  670    8    2]",positive
[ 65 341   0   0  28 132  10   0   0  31   0   0],neutral
"[   2  132    0  462    0  354    1  540   67   20  514    1   12    0
    0    0    5   96 7006  127 7005 1073    0   81    0    5    1  540
  743    0 3578 1325]",negative
[  0 544  16 350   2   0   0  22   0 914 132  11   0   0],positive
"[  45  132 7004    0 1185  233    0  270   20   17 2188 4101  606    7
  247    4]",positive
[ 202  355    2    5  125  442   10  132  600    1  269 7003    0    3],positive
"[ 132   17  238   46 7002    0   26    0  502   46   24  560    5    0
    0  316 7001  270    0 7000    0    0    0    0    0    1 1376    0
    1  258 2196    0]",positive
"[   0   61    0   28  141  132  638    0    0  510    0  233   90    0
    0    0    0    0  815  261  839    0   37    0    4 3612    0 1887
 4509    5 6999]",negative
"[ 132    0    1  110 4104    0   26    0 3573 1339    0   26    0  225
   12 1014 1339    0  888    0    6    0 1592  539    4    0    0    4
    0   26    0  316    0  762 1434]",positive
"[  75  993    0    2    7   46  914   10  132   11    0    8   19 4676
    0    0    0    0    0  195   35   29 1521    0    0    0    0]",positive
[  2   2   2   0 163  96   0   0   0   8  74  68  10 132   0],neutral
"[   0   13    1  252  428 1483    0    0    0    0   20    0    1 1453
  282 6998    0    0  132 1459    0    0    0    0   59  220    0    0
    0  908]",positive
"[ 368    0  102   35   16   31    4    4    0  132  695    1  426    7
    0  651  293    5 4038  146    0    0    0 1677 1620    0    0    3]",positive
"[3654 2676    5  225  542  184  132 6997    0    0    0  407    0    1
 1238  321  757   10 6996 3244    0    0    0   89    0    1   12    0]",neutral
"[ 764    0 3165    0  132    0   25    0  192    0  529    0    1   57
   94   11    0    6    3]",positive
"[ 132   19    0    0 1250    0    1   12    0  231    0    0    0   21
   22    0    0    0    1 2140  248    0    0 1136    0 6994 1173    0
    3]",positive
[2019  674   20 1940    0   53  189   10  132],neutral
"[   0 6993   27   11   10  132    5 1250    0  808   62    0  155    0
  581    0  861   11    0   62    0  155    0    1   73  714]",positive
"[   0   69  956  103   14    0 2586    8    0    0  132    0 1845    0
    4    4    4    0 2530 1021    0    0   26    0   11   19    0  249
  285  251 6992 1021    0]",neutral
"[ 516    0 4339    0  163   14  132   20  155    0    0 1250    0    1
   12    0    0   20  155   37  274   15    0  237    0   66    0   20
  155    0    0    0]",positive
"[  88    4    0    0   77    0  132 4590   35    5   27    0   36  492
    0    0    0    3]",neutral
"[1798 2696  132 3224    1  627    7    1 3801    0  178 4364   11    0
  813    0  149    0    0   21  262    0    0]",neutral
[706  25  84  90 102 316   0  58   0  28 132],positive
"[1798  914   10 1828    9   21   13   99    0  819   15    0  198  360
  132 6991    0    5    0  808  328   30    0  186    0 1913    6]",neutral
"[   2    0    0  653   24    0    0   61    0  555    7    0 6990  133
    0   81  825 1277    0  132    5   82 6989  462   67  320  963    0
    0  779    0]",negative
"[   2  132    0    0   62    8   86   14 4378    0   28    0  421    4
  604    0 6988 6987 6986    0    3]",negative
[ 132    0  354    0    1   24 1028    0    0  720    6],negative
"[   0    0    0 4098  885   22    0   28  132    0   68    5    0  328
   30    0    0  155 1915    0  507    0    0    0 3670    0    0    0
   21  666  157  712    0    0    0]",neutral
"[   2    0   44    0   24  241    8    0   22    0    0    7 2638    0
  132    0  363 6985  666    0    0    0 2738    0  441 1846 7008    0
  706]",neutral
"[ 132   24  603  747 2236   29   23 2465    0 6984  163    0  227    0
    4    0 2311    0   82    0    0    0  842 2465   77  222    0    0
    2]",neutral
"[  37   35    0 7009    0    8   21  155   13  132 1057    0  718   30
    0    0 7011 7034    3]",neutral
"[   2    0  206  510    0   25   17  339    1 7033 2477   48    0    1
 3464    0   93 7032   86    0  405   10  132    0 1352   83  283   11
    0]",positive
"[ 288    0   88    4    0  288    0  132 7031    5  433   10  308    0
   36  492    0 1018    0    3]",neutral
"[ 149   38 2369  349    0   58  132    0   26    0 7030  435    0   26
    0    0    0   99  606    0  211  251   54   91    0    0 7029    0
  220    0 7028]",positive
[   2    0    8   66  286  132    0  155    0   11    7    1 4564    0],neutral
"[   0   20    4 1256    4    0    1   12  302   45    0  495    0  481
  132    0   51    0    0 2852    0 7027   69 1930  157    0   16   18
   33 3008]",positive
[  0   0  22   0 441 132  11 549 848 942 942   0],negative
"[ 589    0 7026    0 2695 7025 2673  201    1    0  807    7  526   10
  132    0    0  299  720    0    0    0  299  586    0    0  299  526
    0    0   25   37  196    0    0    0]",positive
"[   2    0  204   23    0 1329    7    8    0  286  217    8    9    0
    0    0    0    0    0    0   10   14    0  200   85    0    8  132
    0   23   42  368]",positive
[   2    7    1   12   33    0   22    0  132 7024 7023  194],positive
[  2   0 132  22   0 952  10   8   0  31   0   0 207   0],neutral
"[   8    0   23  255  262    7   42  110   18    0  283  276    0    0
 4681    0    0  861  875    7  132    0   94   68  114]",positive
"[  45    1    0 3479  612 1015    0   11   41   54    0  435  207    0
    0    0   58    1    0   54    0    0    0    0    0 3479    0    0
   21  132    5 1480    0]",negative
"[ 510    1    0   44    0    8  371  333    0    0    0  132 7022    0
   75    0  768   16  910 7021    0    0   22    0    0  489   11    2]",positive
"[ 132  522   77 3045    7 1250    0  184   81 2387  212    0   91  734
    0    0  540]",positive
"[   2    2  132    0    0   75  403  163    0    1  221    0   75  350
  348  215    0    1  301    0  132    0    0  481    0    5    9  337
 1098    0]",positive
[288   0 132   0   0  41 469   0  36 492 390 150   0   0  88   4   0   3],neutral
"[   0    0   27    0 3678  132    0  191  752    0    0 1182  986   16
 2224    0   26    0 1917   35   10 7020    0    3]",neutral
"[   0    0    0    1  469    0    0    0  311    0  366  343    0   26
    0   13  293    0  916   30  696   10  132    0 2785    0   21 7019
  310  194    3]",positive
[   0  384    0   20  132   20   22    0 2398  157 1157 1833    3],positive
[   2    8  196 2304  132    0  677    7    1   57   94  206    0   68],positive
"[  88    4    0  132    0    1  220    0 1250    0   36  492    6    6
    6    6    3]",positive
"[ 132   48 1236   47   19  102    0  205  518    0    7    2    0    1
  478 7018    2 2047    9    0 7017    0    6    6]",neutral
"[ 327   22    0 2059  322    4  369   57   27   82  132 2481    0    1
   57   94   11   45    0  221  283]",negative
"[   2  436    8  127   14  825 7016    0   53    0    0    0    1 2302
  403   14 2108   35    0  250  291    0  300    0  132    0]",neutral
"[   0  186  132    0   26    0 7015    0  184    0 1176  435   45   54
   38  317    0    1   57   94   11]",positive
"[   0  280  257   10  132    5   37  161 2702   96  359   30 7014    0
   11]",positive
"[   0  186    0   28  132   11    0    1   57   94   15    0   25    0
 1969  364    0    0    0]",negative
"[2748    5  132   38  317  351    0    1 1185    0   44    0   54    0
 1076    0  904 4084    0    1   60    9  226   66    0  584 4308    0
    0    0    0    0    0]",positive
"[ 132    0  155    0    0 1250    0   31    0    0    0  256    0   85
   45    0    0   89]",positive
[319   0  20  22   0  28 132 952  11   6   0 319   0  20 616],positive
"[   0    0  436 2292    0    0    0  229    0    0    0  364   11    0
    0    0    0   13    0 4193    0    0    0  423    0  643    0    1
   57   94    0   28  132]",neutral
